id,name,aisle,consistency,amount,unit,nutrient_Zinc_mg,nutrient_Folate_µg,nutrient_Vitamin_D_µg,nutrient_Vitamin_B2_mg,nutrient_Potassium_mg,nutrient_Sodium_mg,nutrient_Vitamin_C_mg,nutrient_Copper_mg,nutrient_Cholesterol_mg,nutrient_Selenium_µg,nutrient_Vitamin_A_IU,nutrient_Magnesium_mg,nutrient_Sugar_g,nutrient_Vitamin_B5_mg,nutrient_Saturated_Fat_g,nutrient_Manganese_mg,nutrient_Calories_kcal,nutrient_Vitamin_B12_µg,nutrient_Mono_Unsaturated_Fat_g,nutrient_Vitamin_E_mg,nutrient_Fiber_g,nutrient_Caffeine_mg,nutrient_Net_Carbohydrates_g,nutrient_Vitamin_B6_mg,nutrient_Vitamin_B3_mg,nutrient_Phosphorus_mg,nutrient_Calcium_mg,nutrient_Iron_mg,nutrient_Fat_g,nutrient_Carbohydrates_g,nutrient_Trans_Fat_g,nutrient_Vitamin_B1_mg,nutrient_Alcohol_g,nutrient_Vitamin_K_µg,nutrient_Fluoride_mg,nutrient_Poly_Unsaturated_Fat_g,nutrient_Protein_g,property_Glycemic_Index,property_Glycemic_Load,property_Inflammation_Score,property_Nutrition_Score,caloricBreakdown_percentProtein,caloricBreakdown_percentFat,caloricBreakdown_percentCarbs,nutrient_Lycopene_µg,nutrient_Folic_Acid_µg,nutrient_Choline_mg,nutrient_Sugar_Alcohol_g
99148,niger seed,Savory Snacks,solid,100.0,grams,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0,17.1,0.0,8.4,224.0,300.0,56.7,39.0,17.1,0.0,0.1,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,11.29956519085428,18.56,68.16,13.28,,,,
10511643,red kuri squash,Produce,solid,100.0,grams,0.21,24.0,0.0,0.06,350.0,4.0,12.3,0.07,0.0,0.4,1367.0,14.0,2.2,0.19,0.03,0.16,34.0,0.0,0.01,0.12,1.5,0.0,7.09,0.16,0.5,23.0,28.0,0.58,0.13,8.59,,0.03,0.0,1.1,,0.06,0.95,0.0,0.0,0.0,4.7573912921159165,9.66,2.97,87.37,0.0,0.0,10.0,
10015121,tuna,Seafood,solid,100.0,grams,0.66,4.0,1.2,0.08,176.0,219.0,0.0,0.05,36.0,67.8,57.0,23.0,0.0,0.15,0.22,0.02,90.0,2.57,0.11,0.33,0.0,0.0,0.08,0.32,9.92,137.0,18.0,1.67,0.94,0.08,0.0,0.03,0.0,0.2,18.6,0.26,19.0,0.0,0.0,0.0,11.714347870453544,89.64,9.98,0.38,0.0,0.0,29.3,
10012220,flaxseed,Health Foods;Baking,solid,100.0,grams,4.34,87.0,0.0,0.16,813.0,30.0,0.6,1.22,0.0,25.4,0.0,392.0,1.55,0.99,3.66,2.48,534.0,0.0,7.53,0.31,27.3,0.0,1.6,0.47,3.08,642.0,255.0,5.73,42.2,28.9,,1.64,0.0,4.3,,28.7,18.3,32.0,0.51,0.0,32.86956510336503,12.87,66.8,20.33,0.0,0.0,78.7,
10020081,unbleached flour,Baking,solid,100.0,grams,0.85,33.0,0.0,0.06,100.0,2.0,0.0,0.18,0.0,39.7,2.0,25.0,0.31,0.44,0.24,0.79,361.0,0.0,0.14,0.4,2.4,0.0,70.13,0.04,1.0,97.0,15.0,0.9,1.66,72.53,,0.08,0.0,0.3,,0.73,11.98,67.0,46.99,0.0,7.709999921853128,13.58,4.23,82.19,0.0,0.0,10.4,
93680,jamon,Meat,solid,100.0,grams,0.0,0.0,0.0,0.0,0.0,1964.0,0.0,0.0,53.6,0.0,0.0,0.0,0.0,0.0,1.8,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.29000000331712805,57.07,42.93,0.0,,,,
11246,leek,Produce,solid,100.0,grams,0.12,64.0,0.0,0.03,180.0,20.0,12.0,0.12,0.0,1.0,1667.0,28.0,3.9,0.14,0.04,0.48,61.0,0.0,0.0,0.92,1.8,0.0,12.4,0.23,0.4,35.0,59.0,2.1,0.3,14.2,,0.06,0.0,47.0,,0.17,1.5,32.0,3.97,0.0,9.05565206123435,9.16,4.12,86.72,0.0,0.0,9.5,
17166,elk,Meat,solid,100.0,grams,2.4,,,,312.0,58.0,0.0,0.12,55.0,9.8,0.0,23.0,,,0.53,0.01,111.0,,0.36,,0.0,,0.0,,,161.0,4.0,2.76,1.45,0.0,,,,,,0.3,22.95,0.0,0.0,0.0,3.612608703582183,87.55,12.45,0.0,,,,
1125,egg yolk,"Milk, Eggs, Other Dairy",solid,100.0,grams,2.3,146.0,5.4,0.53,109.0,48.0,0.0,0.08,1080.0,56.0,1442.0,5.0,0.56,2.99,9.55,0.05,322.0,1.95,11.7,2.58,0.0,0.0,3.59,0.35,0.02,390.0,129.0,2.73,26.5,3.59,,0.18,0.0,0.7,,4.2,15.9,0.0,0.0,0.0,18.059999955413133,20.1,75.36,4.54,0.0,0.0,820.0,
1052050,vanilla,Baking,solid,100.0,grams,0.11,0.0,0.0,0.09,148.0,9.0,0.0,0.07,0.0,0.0,0.0,12.0,12.65,0.04,0.01,0.23,288.0,0.0,0.01,0.0,0.0,0.0,12.65,0.03,0.43,6.0,11.0,0.12,0.06,12.65,,0.01,34.4,0.0,,0.0,0.06,0.0,0.0,0.0,1.5447826191135074,0.47,1.05,98.48,0.0,0.0,,
14475,iced tea,Beverages,solid,100.0,grams,0.01,,,,10.0,4.0,0.0,0.0,0.0,,0.0,1.0,9.63,,0.0,0.16,39.0,,,,0.0,5.0,9.77,,,1.0,3.0,0.0,0.0,9.77,0.0,,,,123.0,,0.0,0.0,0.0,0.0,0.4026086958854095,0.0,0.0,100.0,,,,
20444,rice,Pasta and Rice,solid,100.0,grams,1.09,8.0,0.0,0.05,115.0,5.0,0.0,0.22,0.0,15.1,0.0,25.0,0.12,1.01,0.18,1.09,365.0,0.0,0.21,0.11,1.3,0.0,78.65,0.16,1.6,115.0,28.0,0.8,0.66,79.95,,0.07,0.0,0.1,,0.18,7.13,61.19,48.12,0.0,7.149565275920474,8.05,1.68,90.27,0.0,0.0,5.8,
15136,crab,Seafood,solid,100.0,grams,1.49,11.0,,0.01,51.0,209.0,1.75,0.23,10.5,9.1,6.0,12.25,,0.09,0.02,0.01,21.0,2.25,0.02,,0.0,,0.0,0.04,0.28,54.75,11.5,0.15,0.15,0.0,,0.01,,,,0.03,4.57,0.0,0.0,0.0,4.122608702791774,93.13,6.87,0.0,,0.0,,
11134,cassava,Produce,solid,100.0,grams,0.34,27.0,0.0,0.05,271.0,14.0,20.6,0.1,0.0,0.7,13.0,21.0,1.7,0.11,0.07,0.38,160.0,0.0,0.08,0.19,1.8,0.0,36.26,0.09,0.85,27.0,16.0,0.27,0.28,38.06,,0.09,0.0,1.9,,0.05,1.36,61.25,22.21,0.0,4.646956516348797,3.4,1.57,95.03,0.0,0.0,23.7,
10118369,alum,Spices and Seasonings,solid,100.0,grams,0.01,0.0,0.0,0.0,20.0,10600.0,0.0,0.01,0.0,0.2,0.0,27.0,0.0,0.0,0.0,0.01,53.0,0.0,0.0,0.0,0.2,0.0,27.5,0.0,0.0,2191.0,5876.0,11.02,0.0,27.7,,0.0,0.0,0.0,,0.0,0.0,92.0,25.3,0.0,11.7717391838846,0.0,0.0,100.0,0.0,0.0,0.0,
15025,eel,Seafood,solid,100.0,grams,1.62,15.0,23.3,0.04,272.0,51.0,1.8,0.02,126.0,6.5,3477.0,20.0,0.0,0.24,2.36,0.04,184.0,3.0,7.19,4.0,0.0,0.0,0.0,0.07,3.5,216.0,20.0,0.5,11.66,0.0,,0.15,0.0,0.0,,0.95,18.44,0.0,0.0,0.0,15.212173975032309,41.28,58.72,0.0,0.0,0.0,65.0,
98891,bean curd sheets,Ethnic Foods,solid,100.0,grams,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0,180.0,5.22,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,4.003913050112517,24.42,0.0,75.58,,,,
20081,wheat flour,Baking,solid,100.0,grams,0.7,183.0,0.0,0.49,107.0,2.0,0.0,0.14,0.0,33.9,0.0,22.0,0.27,0.44,0.16,0.68,364.0,0.0,0.09,0.06,2.7,0.0,73.61,0.04,5.9,108.0,15.0,4.64,0.98,76.31,,0.79,0.0,0.3,,0.41,10.33,75.0,55.21,0.0,13.729130503923997,11.63,2.48,85.89,0.0,154.0,10.4,
1077,milk,"Milk, Eggs, Other Dairy",liquid,100.0,grams,0.41,0.0,1.1,0.14,150.0,38.0,0.0,0.0,12.0,1.9,162.0,12.0,4.81,0.37,1.86,0.0,60.0,0.54,0.69,0.05,0.0,0.0,4.67,0.06,0.1,101.0,123.0,0.0,3.2,4.67,,0.06,0.0,0.3,,0.11,3.28,38.0,1.77,0.0,3.248695669128843,21.65,47.52,30.83,0.0,0.0,17.8,
10019230,icing,Baking,solid,100.0,grams,0.07,8.0,0.0,0.3,34.0,184.0,0.0,0.0,0.0,0.1,0.0,1.0,63.1,0.05,2.97,0.0,418.0,0.0,4.86,1.53,0.0,0.0,67.9,0.0,0.22,18.0,3.0,0.16,16.2,67.9,0.0,0.01,0.0,13.0,,7.95,0.0,43.0,29.2,0.0,2.151304355782011,0.0,34.93,65.07,0.0,0.0,2.3,
98956,hake,Seafood,solid,100.0,grams,0.0,0.0,0.0,0.0,365.0,74.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0621738848478897,100.0,0.0,0.0,,,,
4582,cooking oil,"Oil, Vinegar, Salad Dressing",liquid,100.0,grams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0.0,884.0,0.0,63.3,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.4,0.0,0.0,71.3,,28.1,0.0,0.0,0.0,0.0,7.3000000663425615,0.0,100.0,0.0,0.0,0.0,0.2,
11990,wasabi,Ethnic Foods;Spices and Seasonings,solid,100.0,grams,1.62,18.0,0.0,0.11,568.0,17.0,41.9,0.16,0.0,,35.0,69.0,,0.2,,0.39,109.0,0.0,,,7.8,,15.74,0.27,0.74,80.0,128.0,1.03,0.63,23.54,,0.13,,,,,4.8,0.0,0.0,0.0,9.572608696377795,16.13,4.76,79.11,,0.0,,
1145,unsalted butter,"Milk, Eggs, Other Dairy",solid,100.0,grams,0.09,3.0,1.5,0.03,24.0,11.0,0.0,0.02,215.0,1.0,2499.0,2.0,0.06,0.11,51.37,0.0,717.0,0.17,21.02,2.32,0.0,0.0,0.06,0.0,0.04,24.0,24.0,0.02,81.11,0.06,3.28,0.0,0.0,7.0,2.8,3.04,0.85,0.0,0.0,0.0,4.287826087811719,0.46,99.5,0.04,0.0,0.0,18.8,
10920420,orzo,Pasta and Rice,solid,100.0,grams,1.41,18.0,0.0,0.06,223.0,6.0,0.0,0.29,0.0,63.2,0.0,53.0,2.67,0.43,0.28,0.92,371.0,0.0,0.17,0.11,3.2,,71.47,0.14,1.7,189.0,21.0,1.3,1.51,74.67,0.0,0.09,0.0,0.1,,0.56,13.04,42.0,30.02,0.0,11.104347741150338,14.31,3.73,81.96,,0.0,,
2047,table salt,Spices and Seasonings,solid,100.0,grams,0.1,0.0,0.0,0.0,8.0,38758.0,0.0,0.03,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.33,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5226087025974108,0.0,0.0,0.0,0.0,0.0,0.0,
11601,yam,Produce,solid,100.0,grams,0.24,23.0,0.0,0.03,816.0,9.0,17.1,0.18,0.0,0.7,138.0,21.0,0.5,0.31,0.04,0.4,118.0,0.0,0.01,0.35,4.1,0.0,23.78,0.29,0.55,55.0,17.0,0.54,0.17,27.88,,0.11,0.0,2.3,,0.08,1.53,51.78,12.31,0.0,6.529130355171535,5.14,1.28,93.58,0.0,0.0,16.5,
9037,avocado,Produce,solid,100.0,grams,0.64,81.0,0.0,0.13,485.0,7.0,10.0,0.19,0.0,0.4,146.0,29.0,0.66,1.39,2.13,0.14,160.0,0.0,9.8,2.07,6.7,0.0,1.83,0.26,1.74,52.0,12.0,0.55,14.7,8.53,,0.07,0.0,21.0,7.0,1.82,2.0,40.0,0.73,0.0,8.498260832351187,4.59,75.85,19.56,0.0,0.0,14.2,
1057,eggnog,"Milk, Eggs, Other Dairy",solid,100.0,grams,0.46,1.0,1.2,0.19,165.0,54.0,1.5,0.01,59.0,4.2,206.0,19.0,8.05,0.42,2.59,0.0,88.0,0.45,1.3,0.21,0.0,0.0,8.05,0.05,0.1,109.0,130.0,0.2,4.19,8.05,,0.03,0.0,0.3,0.2,0.2,4.55,55.0,4.43,0.0,3.846086949110031,20.66,42.8,36.54,0.0,0.0,52.2,
20035,quinoa,Pasta and Rice;Health Foods,solid,100.0,grams,3.1,184.0,0.0,0.32,563.0,5.0,,0.59,0.0,8.5,14.0,197.0,,0.77,0.71,2.03,368.0,0.0,1.61,2.44,7.0,,57.16,0.49,1.52,457.0,47.0,4.57,6.07,64.16,,0.36,,0.0,,3.29,14.12,0.0,0.0,0.0,20.71173913712087,15.36,14.86,69.78,0.0,0.0,70.2,
9148,kiwi,Produce,solid,100.0,grams,0.14,26.0,0.0,0.03,198.0,5.0,74.7,0.13,0.0,0.2,87.0,16.0,8.99,0.18,0.03,0.1,58.0,0.0,0.05,1.3,3.0,0.0,11.0,0.06,0.37,34.0,35.0,0.24,0.44,14.0,,0.03,0.0,40.3,,0.29,1.06,52.67,5.79,0.0,8.632608873688657,6.6,6.17,87.23,0.0,0.0,7.8,
10111477,zucchini noodles,,solid,100.0,grams,0.32,24.0,0.0,0.09,261.0,8.0,17.9,0.05,0.0,0.2,200.0,18.0,2.5,0.2,0.08,0.18,17.0,0.0,0.01,0.12,1.0,0.0,2.11,0.16,0.45,38.0,16.0,0.37,0.32,3.11,0.0,0.05,0.0,4.3,,0.09,1.21,15.0,0.32,0.0,4.126956565224606,24.01,14.29,61.7,0.0,0.0,9.5,
1123,egg,"Milk, Eggs, Other Dairy",solid,100.0,grams,1.29,47.0,2.0,0.46,138.0,142.0,0.0,0.07,372.0,30.7,540.0,12.0,0.37,1.53,3.13,0.03,143.0,0.89,3.66,1.05,0.0,0.0,0.72,0.17,0.08,198.0,56.0,1.75,9.51,0.72,0.04,0.04,0.0,0.3,1.1,1.91,12.6,0.0,0.0,0.0,9.18608693584152,36.29,61.63,2.08,0.0,0.0,294.0,
19095,vanilla ice cream,Frozen,solid,100.0,grams,0.69,5.0,0.2,0.24,199.0,80.0,0.6,0.02,44.0,1.8,421.0,14.0,21.2,0.58,6.79,0.01,207.0,0.39,2.97,0.3,0.7,0.0,22.9,0.05,0.12,105.0,128.0,0.09,11.0,23.6,,0.04,0.0,0.3,15.4,0.45,3.5,61.0,13.97,0.0,3.9421739163606064,6.75,47.73,45.52,0.0,0.0,26.0,
43479,shaoxing wine,Ethnic Foods,solid,100.0,grams,0.02,0.0,0.0,0.0,25.0,2.0,0.0,0.01,0.0,1.4,0.0,6.0,0.0,,0.0,,134.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,5.0,0.1,0.0,5.0,,0.0,16.1,0.0,,0.0,0.5,0.0,0.0,0.0,0.2804347820903944,9.09,0.0,90.91,0.0,0.0,0.0,
11114037,rum,Alcoholic Beverages,liquid,100.0,grams,0.04,0.0,0.0,0.0,2.0,1.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.0,0.0,0.04,0.0,0.0,,0.01,33.4,0.0,9.0,0.0,0.0,15.0,0.0,0.0,0.15913043235955032,0.0,0.0,0.0,0.0,0.0,0.0,
10514037,gin,Alcoholic Beverages,liquid,100.0,grams,0.04,0.0,0.0,0.0,2.0,1.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.0,0.0,0.04,0.0,0.0,,0.01,33.4,0.0,9.0,0.0,0.0,15.0,0.0,0.0,0.15913043235955032,0.0,0.0,0.0,0.0,0.0,0.0,
93632,clarified butter,Ethnic Foods,solid,100.0,grams,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,61.9,0.0,876.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.48,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.28,0.0,0.0,0.0,0.0,0.12,99.88,0.0,,,,
93757,verjus,Canned and Jarred,solid,100.0,grams,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,3.3,13.3,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,13.74,30.91,55.35,,,,
10614003,ipa,Alcoholic Beverages,liquid,100.0,grams,0.01,6.0,0.0,0.03,27.0,4.0,0.0,0.0,0.0,0.6,0.0,6.0,0.0,0.04,0.0,0.01,43.0,0.02,0.0,0.0,0.0,0.0,3.55,0.05,0.51,14.0,4.0,0.02,0.0,3.55,,0.0,3.9,0.0,44.2,0.0,0.46,40.5,1.44,0.0,0.6378260834709458,11.47,0.0,88.53,0.0,0.0,10.1,
11446,nori,Ethnic Foods,solid,100.0,grams,1.05,146.0,0.0,0.45,356.0,48.0,39.0,0.26,0.0,0.7,5202.0,2.0,0.49,0.52,0.06,0.99,35.0,0.0,0.03,1.0,0.3,0.0,4.81,0.16,1.47,58.0,70.0,1.8,0.28,5.11,,0.1,0.0,4.0,,0.11,5.81,0.0,0.0,0.0,15.339130515637605,50.3,5.45,44.25,0.0,0.0,10.4,
9159,lime,Produce,solid,100.0,grams,0.11,8.0,0.0,0.02,102.0,2.0,29.1,0.06,0.0,0.4,50.0,6.0,1.69,0.22,0.02,0.01,30.0,0.0,0.02,0.22,2.8,0.0,7.7,0.04,0.2,18.0,33.0,0.6,0.2,10.5,,0.03,0.0,0.6,,0.05,0.7,32.0,2.46,0.0,3.3826087104237597,6.01,3.86,90.13,0.0,0.0,5.1,
4679,vegetable oil cooking spray,"Oil, Vinegar, Salad Dressing",liquid,100.0,grams,,,,,,59.0,0.0,,0.0,,0.0,,0.0,,11.6,,792.0,,55.79,,0.0,,20.69,,,,0.0,0.0,78.69,20.69,0.0,,,,,9.82,0.26,0.0,0.0,0.0,0.0,0.13,89.42,10.45,,,,
14003,beer,Alcoholic Beverages,liquid,100.0,grams,0.01,6.0,0.0,0.03,27.0,4.0,0.0,0.0,0.0,0.6,0.0,6.0,0.0,0.04,0.0,0.01,43.0,0.02,0.0,0.0,0.0,0.0,3.55,0.05,0.51,14.0,4.0,0.02,0.0,3.55,,0.0,3.9,0.0,44.2,0.0,0.46,40.5,1.44,0.0,0.6378260834709458,11.47,0.0,88.53,0.0,0.0,10.1,
16213,tofu,Refrigerated;Produce;Ethnic Foods,solid,100.0,grams,,,,,,4.0,,,0.0,,,,0.3,,0.5,,84.0,,1.2,,0.8,,1.5,,,,125.0,1.2,4.4,2.3,0.0,,,,,2.7,8.9,15.0,0.22,0.0,0.972608701042507,42.18,46.92,10.9,,,,
1002042,zaatar,Ethnic Foods;Spices and Seasonings,solid,100.0,grams,6.18,274.0,0.0,0.4,814.0,55.0,50.0,0.86,0.0,4.6,3800.0,220.0,1.71,,2.73,7.87,276.0,0.0,0.47,7.48,37.0,0.0,26.94,0.55,4.94,201.0,1890.0,123.6,7.43,63.94,,0.51,0.0,1714.5,,1.19,9.11,0.0,0.0,0.0,45.825217475061834,10.15,18.62,71.23,0.0,0.0,43.6,
14412,water,Beverages,liquid,100.0,grams,0.01,,,,0.0,5.0,,0.02,,,,1.0,,,,0.0,0.0,,,,0.0,,0.0,,,0.0,3.0,0.0,0.0,0.0,,,,,25.8,,0.0,0.0,0.0,0.0,0.06173913148434266,0.0,0.0,0.0,,,,
11304,petite peas,Produce,solid,100.0,grams,1.24,65.0,0.0,0.13,244.0,5.0,40.0,0.18,0.0,1.8,765.0,33.0,5.67,0.1,0.07,0.41,81.0,0.0,0.04,0.13,5.7,0.0,8.7,0.17,2.09,108.0,25.0,1.47,0.4,14.4,,0.27,0.0,24.8,,0.19,5.42,44.33,3.86,0.0,10.851304339325946,26.16,4.34,69.5,0.0,0.0,28.4,
11168,corn,Produce,solid,100.0,grams,0.62,23.0,0.0,0.06,218.0,1.0,5.5,0.05,0.0,0.2,263.0,26.0,4.54,0.79,0.2,0.17,96.0,0.0,0.37,0.09,2.4,0.0,18.58,0.14,1.68,77.0,3.0,0.45,1.5,20.98,,0.09,0.0,0.4,,0.6,3.41,55.5,10.31,0.0,4.327826109917267,12.28,12.16,75.56,0.0,0.0,29.1,
5100,chicken wings,Meat,solid,100.0,grams,0.72,2.16,0.05,0.05,84.24,39.42,0.38,0.02,41.58,8.37,79.38,9.72,0.0,0.41,2.42,0.01,119.88,0.17,3.43,0.16,0.0,0.0,0.0,0.19,3.2,71.28,6.48,0.51,8.62,0.0,0.1,0.03,0.0,0.0,,1.83,9.9,0.0,0.0,0.0,3.2543478284193124,33.78,66.22,0.0,0.0,0.0,30.29,
9089,figs,Dried Fruits;Produce,solid,100.0,grams,0.15,6.0,0.0,0.05,232.0,1.0,2.0,0.07,0.0,0.2,142.0,17.0,16.3,0.3,0.06,0.13,74.0,0.0,0.07,0.11,2.9,0.0,16.3,0.11,0.4,14.0,35.0,0.37,0.3,19.2,,0.06,0.0,4.7,,0.14,0.75,61.0,9.94,0.0,3.0517391601334447,3.64,3.27,93.09,0.0,0.0,4.7,
1006,brie,Cheese,solid,100.0,grams,2.38,65.0,0.5,0.52,152.0,629.0,0.0,0.02,100.0,14.5,592.0,20.0,0.45,0.69,17.4,0.03,334.0,1.65,8.01,0.24,0.0,0.0,0.45,0.23,0.38,188.0,184.0,0.5,27.7,0.45,,0.07,0.0,2.3,,0.83,20.8,27.0,0.12,0.0,9.003043410570726,24.89,74.57,0.54,0.0,0.0,15.4,
98966,udon noodles,Ethnic Foods,solid,100.0,grams,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,345.0,0.0,0.0,0.0,5.5,0.0,61.8,0.0,0.0,0.0,0.0,0.0,2.7,67.3,0.0,0.0,0.0,0.0,0.0,0.0,15.0,57.33,35.43,0.0,0.9565217391304348,16.97,6.87,76.16,,,,
5157,quail,Meat,solid,100.0,grams,2.42,8.0,,0.26,216.0,53.0,6.1,0.51,76.0,16.6,243.0,23.0,,0.77,3.38,0.02,192.0,0.43,4.18,,0.0,,0.0,0.6,7.54,275.0,13.0,3.97,12.05,0.0,,0.24,0.0,,,2.98,19.63,0.0,0.0,0.0,11.187391174876172,42.0,58.0,0.0,,0.0,,
10115028,sole,Seafood,solid,100.0,grams,0.32,5.0,2.8,0.02,160.0,81.0,0.0,0.02,45.0,26.6,33.0,18.0,0.0,0.19,0.44,0.01,70.0,1.13,0.54,0.63,0.0,0.0,0.0,0.1,1.04,252.0,21.0,0.18,1.93,0.0,0.01,0.02,0.0,0.1,,0.37,12.4,0.0,0.0,0.0,5.976521768323753,74.06,25.94,0.0,0.0,0.0,65.0,
10017224,lamb,Meat,solid,100.0,grams,3.41,18.0,0.1,0.21,222.0,59.0,0.0,0.1,73.0,18.8,0.0,21.0,0.0,0.65,10.19,0.02,282.0,2.31,9.6,0.2,0.0,0.0,0.0,0.13,5.96,157.0,16.0,1.55,23.41,0.0,,0.11,0.0,3.6,,1.85,16.56,0.0,0.0,0.0,8.869565201842267,23.92,76.08,0.0,0.0,0.0,69.3,
11390,hash browns,Frozen,solid,100.0,grams,0.21,4.0,0.0,0.01,285.0,22.0,8.2,0.1,,0.3,0.0,11.0,,0.32,0.16,0.15,82.0,0.0,0.01,,1.4,,16.32,0.09,1.66,47.0,10.0,0.98,0.62,17.72,,0.1,,,43.7,0.27,2.06,31.0,5.06,0.0,3.2973912643349688,9.73,6.59,83.68,,0.0,,
15015,cod fillets,Seafood,solid,100.0,grams,0.45,7.0,0.9,0.06,413.0,54.0,1.0,0.03,43.0,33.1,40.0,32.0,0.0,0.15,0.13,0.01,82.0,0.91,0.09,0.64,0.0,0.0,0.0,0.25,2.06,203.0,16.0,0.38,0.67,0.0,,0.08,0.0,0.1,,0.23,17.81,0.0,0.0,0.0,6.89304348340501,92.2,7.8,0.0,0.0,0.0,65.2,
4025,mayonnaise,Condiments,liquid,100.0,grams,0.15,5.0,0.2,0.02,20.0,635.0,0.0,0.02,42.0,2.3,65.0,1.0,0.57,0.17,11.7,0.01,680.0,0.12,16.8,3.28,0.0,0.0,0.57,0.01,0.0,21.0,8.0,0.21,74.8,0.57,0.19,0.01,0.0,163.0,,44.7,0.96,50.0,0.28,0.0,6.180000030476114,0.57,99.1,0.33,0.0,0.0,34.2,
99005,xylitol,Health Foods;Baking,solid,100.0,grams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,100.0,,,,100.0
12135,nuts,Nuts,solid,100.0,grams,3.8,50.0,0.0,0.2,597.0,12.0,0.4,1.28,0.0,,15.0,225.0,,1.21,6.9,1.94,594.0,0.0,31.4,,9.0,,16.35,0.3,4.7,435.0,70.0,3.7,51.45,25.35,,0.2,0.0,,,10.77,17.3,29.67,4.85,0.0,19.792173853387002,10.92,73.08,16.0,,0.0,,
10018364,wrap,Bakery/Bread,solid,100.0,grams,0.53,94.0,0.0,0.28,125.0,736.0,0.0,0.1,0.0,22.3,0.0,22.0,3.71,0.16,2.92,0.49,306.0,0.0,1.75,0.0,3.5,0.0,45.9,0.06,4.42,206.0,146.0,3.63,7.99,49.4,,0.5,0.0,7.2,,2.29,8.2,34.0,15.61,0.0,10.908695713333461,10.85,23.79,65.36,0.0,79.0,7.9,
10014412,ice,Frozen,solid,100.0,grams,0.01,,,,0.0,5.0,,0.02,,,,1.0,,,,0.0,0.0,,,,0.0,,0.0,,,0.0,3.0,0.0,0.0,0.0,,,,,25.8,,0.0,0.0,0.0,0.0,0.06173913148434266,0.0,0.0,0.0,,,,
11518,taro root,Produce,solid,100.0,grams,0.25,20.0,0.0,0.03,635.0,12.0,4.1,0.19,0.0,0.8,76.0,35.0,0.43,0.3,0.04,0.38,120.0,0.0,0.02,2.56,4.4,0.0,24.0,0.27,0.61,90.0,46.0,0.59,0.22,28.4,,0.09,0.0,1.1,,0.09,1.61,56.4,13.54,0.0,6.506521670714669,5.28,1.62,93.1,0.0,0.0,18.6,
